页码,标题,价格,区域,房子面积,朝向,房屋类型,楼层,链接,爬取时间
3,整租·宜浩佳园北区 2室2厅 南,2100 元/月,浦东-临港新城-宜浩佳园北区,82.34㎡,南,2室2厅1卫,低楼层                        （4层）,https://sh.lianjia.com/zufang/SH1827963802000293888.html,2025-11-17 19:48:22
3,整租·临港家园 3室2厅 南,2800 元/月,浦东-临港新城-临港家园,95.40㎡,南,3室2厅1卫,高楼层                        （12层）,https://sh.lianjia.com/zufang/SH2087172686856847360.html,2025-11-17 19:48:22
3,整租·万科金域澜湾鹭语墅 2室2厅 南,2800 元/月,浦东-临港新城-万科金域澜湾鹭语墅,80.88㎡,南,2室2厅1卫,低楼层                        （8层）,https://sh.lianjia.com/zufang/SH2087528658091638784.html,2025-11-17 19:48:22
3,整租·朗诗里程 3室2厅 南/北,2750 元/月,浦东-临港新城-朗诗里程,86.84㎡,南 北,3室2厅1卫,中楼层                        （15层）,https://sh.lianjia.com/zufang/SH2043308885405597696.html,2025-11-17 19:48:22
3,整租·海尚明月苑 2室2厅 南/北,1700 元/月,浦东-临港新城-海尚明月苑,82.34㎡,南 北,2室2厅1卫,高楼层                        （6层）,https://sh.lianjia.com/zufang/SH2046564058127138816.html,2025-11-17 19:48:22
3,整租·临港十七区 2室1厅 南,2200 元/月,浦东-临港新城-临港十七区,50.36㎡,南,2室1厅2卫,高楼层                        （15层）,https://sh.lianjia.com/zufang/SH2088575034351157248.html,2025-11-17 19:48:22
3,整租·万科金域澜湾 2室2厅 南/北,3000 元/月,浦东-临港新城-万科金域澜湾,75.42㎡,南 北,2室2厅1卫,高楼层                        （8层）,https://sh.lianjia.com/zufang/SH2089319981685669888.html,2025-11-17 19:48:22
3,整租·保利铃兰公馆 3室2厅 南,3000 元/月,浦东-临港新城-保利铃兰公馆,89.95㎡,南,3室2厅2卫,高楼层                        （8层）,https://sh.lianjia.com/zufang/SH2089273038678786048.html,2025-11-17 19:48:22
3,整租·临港家园 2室1厅 南/北,2400 元/月,浦东-临港新城-临港家园,91.64㎡,南 北,2室1厅1卫,中楼层                        （4层）,https://sh.lianjia.com/zufang/SH2089594380099780608.html,2025-11-17 19:48:22
3,整租·紫菁庭 3室2厅 南/北,3200 元/月,浦东-临港新城-紫菁庭,127.10㎡,南 北,3室2厅1卫,高楼层                        （13层）,https://sh.lianjia.com/zufang/SH2089593352298168320.html,2025-11-17 19:48:22
3,整租·上实望海 3室2厅 南,3500 元/月,浦东-临港新城-上实望海,120.36㎡,南,3室2厅2卫,低楼层                        （16层）,https://sh.lianjia.com/zufang/SH2091060364639731712.html,2025-11-17 19:48:22
3,整租·保利铃兰公馆 3室2厅 南/北,3400 元/月,浦东-临港新城-保利铃兰公馆,89.95㎡,南 北,3室2厅2卫,低楼层                        （8层）,https://sh.lianjia.com/zufang/SH2092136596475215872.html,2025-11-17 19:48:22
3,整租·中建玖海云天 3室2厅 南,3500 元/月,浦东-临港新城-中建玖海云天,97.83㎡,南,3室2厅2卫,高楼层                        （18层）,https://sh.lianjia.com/zufang/SH2092132058410254336.html,2025-11-17 19:48:22
3,整租·临港家园 3室2厅 南/北,3600 元/月,浦东-临港新城-临港家园,153.49㎡,南 北,3室2厅2卫,高楼层                        （4层）,https://sh.lianjia.com/zufang/SH2092144247183507456.html,2025-11-17 19:48:22
3,整租·中建玖海云天 3室2厅 南,3800 元/月,浦东-临港新城-中建玖海云天,99.17㎡,南,3室2厅2卫,高楼层                        （17层）,https://sh.lianjia.com/zufang/SH2092239986614075392.html,2025-11-17 19:48:22
3,整租·万科金域澜湾鹭语墅 2室2厅 南,3000 元/月,浦东-临港新城-万科金域澜湾鹭语墅,80.07㎡,南,2室2厅1卫,高楼层                        （8层）,https://sh.lianjia.com/zufang/SH2092247003437203456.html,2025-11-17 19:48:22
3,整租·星瀚璟庭 3室2厅 南/北,3200 元/月,浦东-临港新城-星瀚璟庭,99.00㎡,南 北,3室2厅2卫,中楼层                        （18层）,https://sh.lianjia.com/zufang/SH2092883564495372288.html,2025-11-17 19:48:22
3,整租·宏兆锦庭 1室1厅 南/北,2500 元/月,浦东-临港新城-宏兆锦庭,50.40㎡,南 北,1室1厅1卫,高楼层                        （6层）,https://sh.lianjia.com/zufang/SH2092609530125877248.html,2025-11-17 19:48:22
3,整租·海尚明月苑 2室2厅 南,2100 元/月,浦东-临港新城-海尚明月苑,82.87㎡,南,2室2厅1卫,低楼层                        （4层）,https://sh.lianjia.com/zufang/SH2092949636116381696.html,2025-11-17 19:48:22
3,整租·绿地东岸涟城 2室1厅 南/北,2350 元/月,浦东-临港新城-绿地东岸涟城,81.89㎡,南 北,2室1厅1卫,中楼层                        （5层）,https://sh.lianjia.com/zufang/SH2092624571843739648.html,2025-11-17 19:48:22
4,整租·海上风华 2室2厅 复式 南,3000 元/月,浦东-临港新城-海上风华,90.98㎡,南,2室2厅3卫,中楼层                        （5层）,https://sh.lianjia.com/zufang/SH2056219166486036480.html,2025-11-17 19:48:25
4,整租·大名城映晖 4室2厅 南,5500 元/月,浦东-临港新城-大名城映晖,119.66㎡,南,4室2厅2卫,低楼层                        （8层）,https://sh.lianjia.com/zufang/SH2058779036821225472.html,2025-11-17 19:48:25
4,整租·保利蔚蓝林语 5室2厅 复式 南,5300 元/月,浦东-临港新城-保利蔚蓝林语,152.39㎡,南,5室2厅2卫,低楼层                        （4层）,https://sh.lianjia.com/zufang/SH2057352933497896960.html,2025-11-17 19:48:25
4,整租·绿地东岸涟城 4室2厅 南,6100 元/月,浦东-临港新城-绿地东岸涟城,196.00㎡,南,4室2厅3卫,中楼层                        （4层）,https://sh.lianjia.com/zufang/SH2059104809679585280.html,2025-11-17 19:48:25
4,整租·临港天宸 3室2厅 南/北,3000 元/月,浦东-临港新城-临港天宸,98.78㎡,南 北,3室2厅2卫,高楼层                        （23层）,https://sh.lianjia.com/zufang/SH2059917501281599488.html,2025-11-17 19:48:25
4,整租·陆家嘴滴水涟岸一期 2室2厅 南,3800 元/月,浦东-临港新城-陆家嘴滴水涟岸一期,85.64㎡,南,2室2厅2卫,低楼层                        （14层）,https://sh.lianjia.com/zufang/SH2061673660292268032.html,2025-11-17 19:48:25
4,整租·碧云壹零 4室2厅 南,27000 元/月,浦东-临港新城-碧云壹零,413.80㎡,南,4室2厅2卫,低楼层                        （2层）,https://sh.lianjia.com/zufang/SH2061357689283280896.html,2025-11-17 19:48:25
4,整租·星瀚璟庭 3室2厅 南,3200 元/月,浦东-临港新城-星瀚璟庭,97.58㎡,南,3室2厅2卫,低楼层                        （18层）,https://sh.lianjia.com/zufang/SH2062425399782014976.html,2025-11-17 19:48:25
4,整租·保利蔚蓝林语 4室2厅 南,4500 元/月,浦东-临港新城-保利蔚蓝林语,153.06㎡,南,4室2厅3卫,低楼层                        （4层）,https://sh.lianjia.com/zufang/SH2062513742435844096.html,2025-11-17 19:48:25
4,整租·保利玲珑公馆 3室1厅 南/北,3000 元/月,浦东-临港新城-保利玲珑公馆,91.07㎡,南 北,3室1厅2卫,高楼层                        （14层）,https://sh.lianjia.com/zufang/SH2062452753912823808.html,2025-11-17 19:48:25
4,整租·绿地临港家园（海洋小区） 2室2厅 南,2350 元/月,浦东-临港新城-绿地临港家园（海洋小区）,96.81㎡,南,2室2厅1卫,中楼层                        （4层）,https://sh.lianjia.com/zufang/SH2062478671003779072.html,2025-11-17 19:48:25
4,整租·海滨时代大厦 3室2厅 南/北,5600 元/月,浦东-临港新城-海滨时代大厦,106.00㎡,南 北,3室2厅2卫,高楼层                        （10层）,https://sh.lianjia.com/zufang/SH2064640978169364480.html,2025-11-17 19:48:25
4,整租·海滨时代大厦 2室1厅 南/北,2800 元/月,浦东-临港新城-海滨时代大厦,51.42㎡,南 北,2室1厅2卫,高楼层                        （10层）,https://sh.lianjia.com/zufang/SH2064642009418694656.html,2025-11-17 19:48:25
4,整租·嘉和美苑 3室2厅 南,3800 元/月,浦东-临港新城-嘉和美苑,142.30㎡,南,3室2厅2卫,中楼层                        （8层）,https://sh.lianjia.com/zufang/SH2065669456364830720.html,2025-11-17 19:48:25
4,整租·港城悦府 3室2厅 南,12000 元/月,浦东-临港新城-港城悦府,151.76㎡,南,3室2厅2卫,中楼层                        （4层）,https://sh.lianjia.com/zufang/SH2065397903467216896.html,2025-11-17 19:48:25
4,整租·万科金域澜湾鹭语墅 2室2厅 南,3500 元/月,浦东-临港新城-万科金域澜湾鹭语墅,90.00㎡,南,2室2厅1卫,中楼层                        （8层）,https://sh.lianjia.com/zufang/SH2066380574649483264.html,2025-11-17 19:48:25
4,整租·宜浩佳园北区 2室2厅 南,2300 元/月,浦东-临港新城-宜浩佳园北区,87.96㎡,南,2室2厅1卫,低楼层                        （4层）,https://sh.lianjia.com/zufang/SH2065802927859040256.html,2025-11-17 19:48:25
4,整租·新芦苑 3室2厅 南/北,2800 元/月,浦东-临港新城-新芦苑,124.00㎡,南 北,3室2厅2卫,高楼层                        （6层）,https://sh.lianjia.com/zufang/SH2066876641723809792.html,2025-11-17 19:48:25
4,整租·星瀚璟庭 3室2厅 南/北,3400 元/月,浦东-临港新城-星瀚璟庭,99.14㎡,南 北,3室2厅2卫,低楼层                        （18层）,https://sh.lianjia.com/zufang/SH2067090161212063744.html,2025-11-17 19:48:25
4,整租·滴水湖馨苑二期 3室2厅 南,3900 元/月,浦东-临港新城-滴水湖馨苑二期,76.33㎡,南,3室2厅1卫,中楼层                        （5层）,https://sh.lianjia.com/zufang/SH2067261351671103488.html,2025-11-17 19:48:25
4,整租·朗诗里程 2室1厅 南/北,2500 元/月,浦东-临港新城-朗诗里程,77.66㎡,南 北,2室1厅1卫,低楼层                        （15层）,https://sh.lianjia.com/zufang/SH2065773544347795456.html,2025-11-17 19:48:25
4,整租·宜浩佳园北区 2室2厅 南/北,2900 元/月,浦东-临港新城-宜浩佳园北区,110.42㎡,南 北,2室2厅2卫,高楼层                        （12层）,https://sh.lianjia.com/zufang/SH2067125974192881664.html,2025-11-17 19:48:25
